roc_auc,average_precision,f1,precision,recall,threshold,tp,fp,tn,fn,feature_set,train_rows,test_rows
0.8464367404959214,0.8653912376891486,0.809358255961389,0.7559596577017115,0.8708740427779245,0.5084571838378906,9894,3194,5445,1467,composition_only,60000,20000
0.874028350685705,0.8906528555188422,0.8277312657235947,0.7787521340990222,0.8832849221019277,0.440426230430603,10035,2851,5788,1326,composition_plus_cell,60000,20000
