policy,mean_stable_found,std_stable_found,mean_precision,std_precision,mean_daf,std_daf,mean_recall,std_recall,n_seeds
diverse_ucb,1933.2,17.224981857755303,0.8055,0.0071770757740647236,1.4185790226576285,0.005008005835696877,0.13618358617513235,0.00048076856022689256,5
greedy,1922.6,27.070278905101837,0.8010833333333334,0.011279282877125733,1.4108085272027033,0.016911517163118027,0.1354376186114595,0.0016235056476593167,5
random,1364.8,30.62188759694609,0.5686666666666667,0.01275911983206086,1.001529498605567,0.023214617844747328,0.09614683186613442,0.00222860331309575,5
ucb,1904.8,28.76108481959609,0.7936666666666666,0.011983785341498304,1.3977324171350394,0.016996521162576505,0.13418231204496375,0.0016316660316073356,5
uncertainty,1286.6,33.75351833513065,0.5360833333333332,0.014063965972971089,0.9441825499709058,0.02710823230292077,0.09064152479720697,0.002602390301080399,5
